code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sh600409,2014-12-31,6.15,6.2,6.05,6.17,-0.0016179999999999999,23351758.0,142992910.0,10302166230.0,11416878450.0,0.013985441861774346,36.515517974286034,2014-09-30 00:00:00,2014-10-31 00:00:00,23.601824952235933,0.9381149039146481,17.935509855319946,1.8873758007836021
sh600409,2014-12-30,6.3,6.35,6.15,6.18,0.001621,23792707.0,148122789.0,10318863420.0,11435382310.0,0.014249527615125658,36.57469583214244,2014-09-30 00:00:00,2014-10-31 00:00:00,23.64007459292729,0.9396352337228118,17.96457654016193,1.8904345238431806
sh600409,2014-12-29,6.41,6.44,6.1,6.17,-0.034429,44963947.0,279293343.0,10302166230.0,11416878450.0,0.026929050337212428,36.51550419983451,2014-09-30 00:00:00,2014-10-31 00:00:00,23.60181604911168,0.9381145500372013,17.9355030896536,1.8873750888241965
sh600409,2014-12-26,6.42,6.45,6.34,6.39,-0.004673,23895196.0,152234018.0,10669504410.0,11823963260.0,0.014310908601986323,37.81752372413267,2014-09-30 00:00:00,2014-10-31 00:00:00,24.443377078549048,0.9715645457839988,18.575022540707625,1.9546725086235985
sh600409,2014-12-25,6.34,6.5,6.34,6.42,0.00627,23205156.0,148983622.0,10719595980.0,11879474830.0,0.013897641459431198,37.9950747082443,2014-09-30 00:00:00,2014-10-31 00:00:00,24.558137253936696,0.9761259825002223,18.66223114685689,1.9638495777001916
sh600409,2014-12-24,6.3,6.41,6.21,6.38,0.022436,25550522.0,161577803.0,10652807220.0,11805459410.0,0.015302288588678693,37.75832997927425,2014-09-30 00:00:00,2014-10-31 00:00:00,24.405117169285276,0.9700438078251586,18.54594805256729,1.9516129644133202
sh600409,2014-12-23,6.28,6.37,6.21,6.24,-0.007949,26679681.0,167876002.0,10419046560.0,11546405440.0,0.01597854549178634,36.929773579250195,2014-09-30 00:00:00,2014-10-31 00:00:00,23.86957928837138,0.9487574848940753,18.138981855653846,1.9087874100807487
sh600409,2014-12-22,6.43,6.66,6.24,6.29,-0.033794,50762217.0,327825303.0,10502532510.0,11638924710.0,0.03040165261340381,37.225680513653224,2014-09-30 00:00:00,2014-10-31 00:00:00,24.060838896761737,0.9563595872531505,18.284323946706213,1.9240819374011504
sh600409,2014-12-19,6.67,6.67,6.38,6.51,-0.026906,54594278.0,355267525.0,10869870690.0,12046009520.0,0.03269668608909643,38.52768510405982,2014-09-30 00:00:00,2014-10-31 00:00:00,24.90239027367015,0.9898091993354943,18.92383606260592,1.9913785853132258
sh600409,2014-12-18,6.78,6.81,6.59,6.69,-0.017621,47370154.0,318006148.0,11170420110.0,12379078910.0,0.02837013533414904,39.592973653172066,2014-09-30 00:00:00,2014-10-31 00:00:00,25.590940108221965,1.0171773737537115,19.44707917488538,2.046440102716927
sh600409,2014-12-17,6.84,6.89,6.68,6.81,-0.002928,50248550.0,341435191.0,11370786390.0,12601125170.0,0.030094015819428298,40.303155557246306,2014-09-30 00:00:00,2014-10-31 00:00:00,26.04996656913672,1.0354225545881084,19.79590277773179,2.0831472402371456
sh600409,2014-12-16,6.96,6.96,6.72,6.83,-0.018678,53439995.0,364053141.0,11404180770.0,12638132880.0,0.03200538234277744,40.42150973775846,2014-09-30 00:00:00,2014-10-31 00:00:00,26.126464858241654,1.0384631747638169,19.85403539336356,2.0892646070064607
sh600409,2014-12-15,7.16,7.16,6.81,6.96,-0.029289,78220783.0,542409822.0,11621244240.0,12878682990.0,0.0468466747997717,41.19087286105729,2014-09-30 00:00:00,2014-10-31 00:00:00,26.623743132469926,1.0582287717628025,20.231927332071997,2.129030641325131
sh600409,2014-12-12,7.1,7.31,7.07,7.17,0.021368,56137954.0,403165404.0,11971885230.0,13267263940.0,0.03362119853699934,42.43371390769991,2014-09-30 00:00:00,2014-10-31 00:00:00,27.427054120608428,1.0901584217782663,20.842379793854196,2.1932693060294275
sh600409,2014-12-11,6.9,7.18,6.85,7.02,0.020349000000000003,63641959.0,445153587.0,11721427380.0,12989706120.0,0.038115370909715944,41.545959837884006,2014-09-30 00:00:00,2014-10-31 00:00:00,26.853253793547896,1.0673512600534443,20.406337180971203,2.147384004618734
sh600409,2014-12-10,6.69,6.9,6.62,6.88,0.034586,35189656.0,239117535.0,11487666720.0,12730652150.0,0.021075196485157082,40.71740143606159,2014-09-30 00:00:00,2014-10-31 00:00:00,26.317714618770538,1.0460648856944479,19.999370000824428,2.1045583468193083
sh600409,2014-12-09,6.91,7.22,6.53,6.65,-0.037627,79746053.0,552927286.0,11103631350.0,12305063490.0,0.04776016383595084,39.35622697007459,2014-09-30 00:00:00,2014-10-31 00:00:00,25.437918760519214,1.0110951488754416,19.33079512077722,2.0342033884271657
sh600409,2014-12-08,6.57,6.93,6.39,6.91,0.050151999999999995,70778072.0,475342471.0,11537758290.0,12786163720.0,0.042389211597879645,40.89498247568727,2014-09-30 00:00:00,2014-10-31 00:00:00,26.432494220556077,1.0506270945625467,20.086593369491062,2.1137369693737935
sh600409,2014-12-05,6.89,7.05,6.45,6.58,-0.043605,61779579.0,414520239.0,10986751020.0,12175536500.0,0.03699998562632395,38.94196504476235,2014-09-30 00:00:00,2014-10-31 00:00:00,25.17016033922335,1.0004524055208646,19.127320016046312,2.0127914524504966
sh600409,2014-12-04,6.82,7.05,6.77,6.88,0.011765000000000001,54398609.0,376224813.0,11487666720.0,12730652150.0,0.03257949930497287,40.7174494270279,2014-09-30 00:00:00,2014-10-31 00:00:00,26.317745637757778,1.0460661186234395,19.999393572787717,2.1045608273260488
sh600409,2014-12-03,6.6,6.99,6.53,6.8,0.031866000000000005,87908287.0,597401618.0,11354089200.0,12582621310.0,0.052648551642521885,40.24397901392902,2014-09-30 00:00:00,2014-10-31 00:00:00,26.011717778098447,1.03390225855158,19.766836738558574,2.080088585122087
sh600409,2014-12-02,6.33,6.6,6.33,6.59,0.042722,68069512.0,442417823.0,11003448210.0,12194040360.0,0.040767046431165965,39.001167800789084,2014-09-30 00:00:00,2014-10-31 00:00:00,25.20842607286067,1.0019733749843294,19.156398930247317,2.0158514624205925
sh600409,2014-12-01,6.55,6.57,6.31,6.32,-0.027692,47772737.0,304545500.0,10552624080.0,11694436280.0,0.028611243568528597,37.40322713128627,2014-09-30 00:00:00,2014-10-31 00:00:00,24.175596249873575,0.960920911790803,18.37153040815032,1.9332587807877777
