code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz300288,2014-12-31,181.18,186.0,179.0,186.0,0.0021550000000000002,625793.0,114389220.51,4984800000.0,20952366920.0,0.023350485074626864,375.5595389688739,2014-09-30 00:00:00,2014-10-24 00:00:00,482.6712276106262,163.74747196119785,483.2279953441,35.81034106039804
sz300288,2014-12-30,180.61,185.6,168.0,185.6,0.019780000000000002,1155026.0,203522634.13,4974080000.0,20907308070.0,0.043097985074626866,374.7519485198137,2014-09-30 00:00:00,2014-10-24 00:00:00,481.6333078322478,163.39535497123487,482.1888783113391,35.733335721917314
sz300288,2014-12-29,193.8,193.8,175.89,182.0,-0.06661900000000001,716169.0,130518439.82,4877600000.0,19437600000.0,0.026722723880597016,367.48313216557864,2014-09-30 00:00:00,2014-10-24 00:00:00,472.2913842517483,160.22608304853486,472.8361786967181,35.040239779086974
sz300288,2014-12-26,192.18,196.0,184.3,194.99,-0.0051530000000000005,668336.0,127254336.74,5225732000.0,20824932000.0,0.024937910447761193,393.7118198951753,2014-09-30 00:00:00,2014-10-24 00:00:00,506.00064095128175,171.66203624086506,506.5843194758819,37.541196766472616
sz300288,2014-12-25,193.41,196.3,186.23,196.0,0.005128,307328.0,59308422.68,5252800000.0,20932800000.0,0.011467462686567164,395.75112544459125,2014-09-30 00:00:00,2014-10-24 00:00:00,508.62156789062203,172.55119253600304,509.20826968959227,37.73564856352043
sz300288,2014-12-24,192.0,196.85,187.01,195.0,0.005777,361952.0,70200405.32,5226000000.0,20826000000.0,0.013505671641791044,393.7320674029489,2014-09-30 00:00:00,2014-10-24 00:00:00,506.02666316192773,171.67086434364884,506.61037170349675,37.54312740618153
sz300288,2014-12-23,191.0,200.0,185.0,193.88,-0.005591,479224.0,93225486.82,5195984000.0,20706384000.0,0.017881492537313432,391.47054208134495,2014-09-30 00:00:00,2014-10-24 00:00:00,503.1201381239855,170.6848181492009,503.70049394994794,37.327486516575284
sz300288,2014-12-22,208.99,208.99,192.48,194.97,-0.088371,756623.0,147854530.28,5225196000.0,20822796000.0,0.028232201492537315,393.67155977203043,2014-09-30 00:00:00,2014-10-24 00:00:00,505.9488984150239,171.64448245058213,506.5325172539146,37.537357884507564
sz300288,2014-12-19,217.0,220.0,203.39,213.87,-0.030507999999999997,516159.0,109004175.21,5731716000.0,22841316000.0,0.019259664179104477,431.83308097047205,2014-09-30 00:00:00,2014-10-24 00:00:00,554.994299671274,188.28326265463485,555.6344930381927,41.17613402437566
sz300288,2014-12-18,222.55,222.55,213.36,220.6,-0.01023,505357.0,110296863.61,5912080000.0,23560080000.0,0.01885660447761194,445.4220158293952,2014-09-30 00:00:00,2014-10-24 00:00:00,572.4588750307108,194.2081653635459,573.1192140194995,42.47186570325042
sz300288,2014-12-17,212.0,223.88,211.0,222.88,0.032330000000000005,482253.0,105716369.72,5973184000.0,23803584000.0,0.017994514925373135,450.025779554235,2014-09-30 00:00:00,2014-10-24 00:00:00,578.3756580121754,196.21544941102064,579.0428220894748,42.910843633622385
sz300288,2014-12-16,202.96,216.18,193.38,215.9,0.053171,449053.0,93247555.31,5786120000.0,23058120000.0,0.01675570895522388,435.9320949253001,2014-09-30 00:00:00,2014-10-24 00:00:00,560.2623754150084,190.07047108097282,560.9086455779402,41.56698307093894
sz300288,2014-12-15,188.86,205.0,183.0,205.0,0.078947,652448.0,125940804.31,5494000000.0,21894000000.0,0.024345074626865672,413.9233751454418,2014-09-30 00:00:00,2014-10-24 00:00:00,531.9766452124187,180.47446338816087,532.5902874062617,39.46840833154248
sz300288,2014-12-12,182.96,193.99,180.2,190.0,0.038251,583332.0,109801449.64,5092000000.0,20292000000.0,0.021766119402985076,383.63642991309285,2014-09-30 00:00:00,2014-10-24 00:00:00,493.0516931901369,167.2690719638322,493.62043492985447,36.580488505498856
sz300288,2014-12-11,179.1,188.8,176.6,183.0,-0.010811,395587.0,71941750.5,4904400000.0,19544400000.0,0.01476070895522388,369.5025864777331,2014-09-30 00:00:00,2014-10-24 00:00:00,474.8867982695291,161.10658401853905,475.4345865593719,35.232798721598975
sz300288,2014-12-10,181.03,188.5,175.0,185.0,-0.005376,500718.0,92123051.61,4958000000.0,19758000000.0,0.018683507462686568,373.5409375536253,2014-09-30 00:00:00,2014-10-24 00:00:00,480.0769097407362,162.86734286222253,480.63068489375826,35.617863443284314
sz300288,2014-12-09,183.1,192.5,173.68,186.0,-0.03617,696639.0,127517834.56,4984800000.0,19864800000.0,0.025993992537313434,375.5599478331765,2014-09-30 00:00:00,2014-10-24 00:00:00,482.6717530853229,163.74765022985827,483.2285214249388,35.81038004641384
sz300288,2014-12-08,187.0,202.0,176.33,192.98,0.015738,606628.0,115525856.96,5171864000.0,20610264000.0,0.022635373134328358,389.6537229938646,2014-09-30 00:00:00,2014-10-24 00:00:00,500.7851520344075,169.89266803259733,501.36281442260446,37.154249241478105
sz300288,2014-12-05,174.0,193.0,158.5,189.99,0.07955,965685.0,171620069.97,5091732000.0,20290932000.0,0.0360330223880597,383.61636858507273,2014-09-30 00:00:00,2014-10-24 00:00:00,493.0259102587552,167.26032503716246,493.59462225751565,36.578575618395796
sz300288,2014-12-04,182.0,183.0,170.6,175.99,-0.006268,842021.0,146866122.95,4716532000.0,18795732000.0,0.031418694029850744,355.3484031171069,2014-09-30 00:00:00,2014-10-24 00:00:00,456.6957623627948,154.9352276755708,457.22256704878475,33.88316948580037
sz300288,2014-12-03,161.01,177.1,153.31,177.1,0.1,1035581.0,169779319.69,4746280000.0,18914280000.0,0.03864108208955224,357.58977583202204,2014-09-30 00:00:00,2014-10-24 00:00:00,459.57638715749795,155.9124871449956,460.1065146828166,34.096888784702884
sz300288,2014-12-02,164.0,164.0,155.3,161.0,-0.018172999999999998,636688.0,101572042.38,4314800000.0,17194800000.0,0.023757014925373136,325.08161439274727,2014-09-30 00:00:00,2014-10-24 00:00:00,417.7967155977254,141.73862467726872,418.27864971165144,30.997171622457167
sz300288,2014-12-01,157.0,170.99,153.0,163.98,0.051154000000000005,961701.0,155862895.32,4394664000.0,17513064000.0,0.03588436567164179,331.0986705323313,2014-09-30 00:00:00,2014-10-24 00:00:00,425.52986992385155,144.3621174374597,426.02072433499126,31.570909765627924
sz300288,2014-11-28,146.49,156.0,146.49,156.0,0.07438,760686.0,116148140.98,4180800000.0,16660800000.0,0.028383805970149254,314.98588268924567,2014-09-30 00:00:00,2014-10-24 00:00:00,404.82162454202864,137.3367912194214,405.2885917144313,30.034523738318004
sz300288,2014-11-27,132.33,145.2,130.12,145.2,0.1,586082.0,83115591.07,3891360000.0,15507360000.0,0.021868731343283578,293.17921283833056,2014-09-30 00:00:00,2014-10-24 00:00:00,376.79557004228354,127.8288791855967,377.23020878500273,27.955214857236733
sz300288,2014-11-26,129.77,132.32,129.77,132.0,0.011649,686154.0,89879654.4,3537600000.0,14097600000.0,0.02560276119402985,266.52655712575506,2014-09-30 00:00:00,2014-10-24 00:00:00,342.5414273111669,116.2080719869061,342.93655344091155,25.413831688397032
sz300288,2014-11-25,133.19,133.19,127.47,130.48,-0.01144,969608.0,125645932.61,3496864000.0,13935264000.0,0.03617940298507462,263.4575402395051,2014-09-30 00:00:00,2014-10-24 00:00:00,338.5971095816502,114.86995191702468,338.9876858880022,25.121194889133516
sz300288,2014-11-24,123.88,134.99,123.88,131.99,0.071521,1261870.0,163715787.91,3537332000.0,14096532000.0,0.047084701492537316,266.50637314832187,2014-09-30 00:00:00,2014-10-24 00:00:00,342.51548675007103,116.199271583945,342.91058295703067,25.411907106431087
sz300288,2014-11-21,117.8,123.18,113.01,123.18,0.100018,1374743.0,164438742.5,3301224000.0,13155624000.0,0.051296380597014926,248.7178255473499,2014-09-30 00:00:00,2014-10-24 00:00:00,319.65354552087274,108.44329843647023,320.02227017205513,23.715734088674964
sz300288,2014-11-14,110.0,112.8,105.25,111.98,0.020784,555586.0,59986677.5,3001064000.0,11959464000.0,0.02073082089552239,226.10341425990293,2014-09-30 00:00:00,2014-10-24 00:00:00,290.589377192803,98.58320358073254,290.9245759360803,21.559405472160428
sz300288,2014-11-13,106.0,110.9,106.0,109.7,0.023321,1235824.0,134279308.87,2939960000.0,11715960000.0,0.04611283582089552,221.49976318192972,2014-09-30 00:00:00,2014-10-24 00:00:00,284.67273898572375,96.57596864834534,285.00111280748945,21.120438282888866
