code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sz300304,2014-12-31,14.0,14.3,13.91,14.17,0.013590999999999999,1000878.0,14145068.19,906880000.0,2834000000.0,0.01563871875,29.69846654982287,2014-09-30 00:00:00,2014-10-22 00:00:00,16.423437840465123,3.2471797236283457,27.230006349914582,1.5079494637539148
sz300304,2014-12-30,14.28,14.41,13.93,13.98,-0.022378,1482975.0,20874684.02,894720000.0,2796000000.0,0.023171484375,29.30024689428268,2014-09-30 00:00:00,2014-10-22 00:00:00,16.203219879088437,3.2036390650946447,26.864885688521884,1.487729729006981
sz300304,2014-12-29,14.72,14.72,14.15,14.3,-0.025222,1796909.0,25668631.01,915200000.0,2860000000.0,0.028076703125,29.970936511537875,2014-09-30 00:00:00,2014-10-22 00:00:00,16.574115434276678,3.27697112492829,27.47982930879408,1.5217842161970385
sz300304,2014-12-26,14.62,14.8,14.62,14.67,0.002734,1199710.0,17631633.36,938880000.0,2934000000.0,0.01874546875,30.746422787073442,2014-09-30 00:00:00,2014-10-22 00:00:00,17.00296419725997,3.361761472795129,28.190859158489502,1.5611597883795474
sz300304,2014-12-25,14.83,14.9,14.54,14.63,-0.013486000000000001,1732080.0,25456235.3,936320000.0,2926000000.0,0.02706375,30.662591262561598,2014-09-30 00:00:00,2014-10-22 00:00:00,16.956604839628426,3.352595476761662,28.113995494806698,1.5569032149897652
sz300304,2014-12-24,14.4,14.98,14.4,14.83,0.033449,1864227.0,27451695.87,949120000.0,2966000000.0,0.029128546875,31.08175987625274,2014-09-30 00:00:00,2014-10-22 00:00:00,17.18840770595088,3.3984266586806293,28.498323890798,1.578186640017035
sz300304,2014-12-23,14.31,14.73,14.23,14.35,0.010563,1545187.0,22327517.41,918400000.0,2870000000.0,0.024143546875,30.07575591659844,2014-09-30 00:00:00,2014-10-22 00:00:00,16.632081221183512,3.2884319000556674,27.575936394343604,1.5271064561647794
sz300304,2014-12-22,15.38,15.57,13.9,14.2,-0.08031100000000001,3394136.0,48891569.82,908800000.0,2840000000.0,0.053033375,29.76138639213828,2014-09-30 00:00:00,2014-10-22 00:00:00,16.458232906987007,3.2540592719658914,27.287696456671775,1.511144239562283
sz300304,2014-12-19,15.85,15.95,15.4,15.44,-0.035602999999999996,2475721.0,38596531.17,988160000.0,3088000000.0,0.038683140625,32.360272213909575,2014-09-30 00:00:00,2014-10-22 00:00:00,17.895433028977195,3.5382170189769493,29.670569569356356,1.6431035269121224
sz300304,2014-12-18,16.12,16.25,15.81,16.01,-0.0024920000000000003,1652732.0,26566622.58,1024640000.0,3202000000.0,0.0258239375,33.554928327140765,2014-09-30 00:00:00,2014-10-22 00:00:00,18.55608533516508,3.6688386825933197,30.765928937311458,1.7037625862711339
sz300304,2014-12-17,16.29,16.29,15.96,16.05,-0.021938,2207793.0,35443144.16,1027200000.0,3210000000.0,0.034496765625,33.63875610736031,2014-09-30 00:00:00,2014-10-22 00:00:00,18.602442622179552,3.6780042692322463,30.84278916791791,1.7080189695432355
sz300304,2014-12-16,16.78,16.8,16.31,16.41,-0.02205,2893483.0,47651564.36,1050240000.0,3282000000.0,0.045210671875,34.39327579167815,2014-09-30 00:00:00,2014-10-22 00:00:00,19.019696729020808,3.7605021657443456,31.534595115563135,1.7463299561206094
sz300304,2014-12-15,16.37,16.94,16.31,16.78,0.015738,2945877.0,49256989.26,1073920000.0,3356000000.0,0.046029328125000005,35.16874665543039,2014-09-30 00:00:00,2014-10-22 00:00:00,19.448536969191483,3.845290828513059,32.24561083446305,1.7857047457647217
sz300304,2014-12-12,16.3,16.6,16.24,16.52,0.013497,1947854.0,31957264.36,1057280000.0,3304000000.0,0.03043521875,34.62383671323745,2014-09-30 00:00:00,2014-10-22 00:00:00,19.14719836138008,3.7857113040105412,31.74599240597777,1.758036763185705
sz300304,2014-12-11,16.23,16.5,16.14,16.3,-0.0006129999999999999,2260711.0,36845521.65,1043200000.0,3260000000.0,0.035323609375,34.16274218200691,2014-09-30 00:00:00,2014-10-22 00:00:00,18.89221020030654,3.73529601371345,31.323222866942636,1.7346245358256656
sz300304,2014-12-10,15.36,16.65,15.35,16.31,0.057032000000000006,3860312.0,61940754.45,1043840000.0,3262000000.0,0.06031737499999999,34.18369678813803,2014-09-30 00:00:00,2014-10-22 00:00:00,18.903798228620683,3.7375871546392436,31.34243578007582,1.7356885128840636
sz300304,2014-12-09,16.1,16.1,15.43,15.43,-0.045764,4676048.0,73362955.78,987520000.0,3086000000.0,0.07306325,32.339320652674694,2014-09-30 00:00:00,2014-10-22 00:00:00,17.883846684509727,3.5359262109749223,29.651359448035468,1.6420397044593387
sz300304,2014-12-08,16.56,16.57,16.11,16.17,-0.031156,3344381.0,54368416.53,1034880000.0,3234000000.0,0.052255953125000004,33.89027520725973,2014-09-30 00:00:00,2014-10-22 00:00:00,18.741534258306885,3.7055049390034775,31.073402646761878,1.7207899350468217
sz300304,2014-12-05,17.35,17.44,16.4,16.69,-0.041356,4564831.0,76949272.65,1068160000.0,3338000000.0,0.07132548437500001,34.98011569175195,2014-09-30 00:00:00,2014-10-22 00:00:00,19.344222865917406,3.824666240389038,32.07265839161091,1.77612694618207
sz300304,2014-12-04,17.41,17.61,17.35,17.41,-0.005143,3930491.0,68662595.38,1114240000.0,3482000000.0,0.061413921875,36.48916145279368,2014-09-30 00:00:00,2014-10-22 00:00:00,20.178734614640476,3.9896627323480227,33.456276147987055,1.8527492439133504
sz300304,2014-12-03,17.43,17.54,16.84,17.5,0.004016,5107016.0,87603969.15,1120000000.0,3500000000.0,0.079797125,36.677795354300855,2014-09-30 00:00:00,2014-10-22 00:00:00,20.283050342552222,4.01028764168923,33.629231284483154,1.8623271926652276
sz300304,2014-12-02,17.39,17.57,17.25,17.43,-0.004569,4480255.0,77872592.93,1115520000.0,3486000000.0,0.070003984375,36.53108651087319,2014-09-30 00:00:00,2014-10-22 00:00:00,20.201919434104852,3.994246746754264,33.49471650300707,1.8548780026067586
sz300304,2014-12-01,17.85,18.23,17.28,17.51,-0.018498,4788641.0,84540152.34,1120640000.0,3502000000.0,0.074822515625,36.69876315975009,2014-09-30 00:00:00,2014-10-22 00:00:00,20.29464567017187,4.012580225805973,33.64845629984105,1.8633918399233687
sz300304,2014-11-28,17.77,18.1,17.71,17.84,0.003939,4421152.0,79076720.11,1141760000.0,3568000000.0,0.0690805,37.39041098209691,2014-09-30 00:00:00,2014-10-22 00:00:00,20.677131243921938,4.08820382006962,34.28261613307059,1.898510486910234
sz300304,2014-11-27,17.91,18.14,17.6,17.77,-0.002806,4647333.0,82668505.58,1137280000.0,3554000000.0,0.072614578125,37.24370801622102,2014-09-30 00:00:00,2014-10-22 00:00:00,20.596003585797483,4.07216356777615,34.14810674061929,1.891061595286401
sz300304,2014-11-26,18.0,18.4,17.53,17.82,-0.012195000000000001,7854356.0,141383066.74,1140480000.0,3564000000.0,0.1227243125,37.34850792947111,2014-09-30 00:00:00,2014-10-22 00:00:00,20.653958593611154,4.0836222117021865,34.24419595446752,1.896382845551017
