index_code,date,open,close,low,high,volume,money,change
sz399006,2014-11-04,1531.82,1516.4,1514.47,1538.18,6341710.0,14248678600.000002,-0.00881762741112102
sz399006,2014-11-03,1513.25,1529.89,1513.2,1529.9,5968475.0,12895397100.0,0.010982838488835522
sz399006,2014-10-31,1527.61,1513.27,1502.25,1529.55,7055584.0,14565899100.0,-0.008192584727711227
sz399006,2014-10-30,1532.91,1525.77,1522.64,1539.21,6372165.0,13634490700.0,-0.0028168461779776166
sz399006,2014-10-29,1525.98,1530.08,1524.08,1535.8,7395214.999999999,15609613500.0,0.005275779376498813
sz399006,2014-10-28,1495.69,1522.05,1495.69,1522.05,6397386.0,13575918799.999998,0.020133913311572993
sz399006,2014-10-27,1473.66,1492.01,1465.96,1492.01,5325225.0,11254966100.000002,0.009759134807355352
sz399006,2014-10-24,1478.34,1477.59,1473.06,1493.53,4161694.9999999995,8958852600.0,-0.00016916580955994576
sz399006,2014-10-23,1500.55,1477.84,1474.04,1501.72,5499286.0,11638522600.0,-0.017752816456747866
sz399006,2014-10-22,1518.8,1504.55,1503.82,1524.8,5526244.0,12150656600.0,-0.008520705379972071
sz399006,2014-10-21,1535.07,1517.48,1515.93,1537.67,5896894.0,12988169300.0,-0.009723436745454839
sz399006,2014-10-20,1513.42,1532.38,1513.42,1532.38,4949388.0,10835818200.0,0.014116012044604886
sz399006,2014-10-17,1527.46,1511.05,1488.47,1529.55,6580078.999999999,13986952100.0,-0.010160098522167482
sz399006,2014-10-16,1539.86,1526.56,1526.54,1551.84,6999899.000000001,15641661000.0,-0.012331620967637513
sz399006,2014-10-15,1539.35,1545.62,1527.19,1545.75,6510670.0,14413298899.999998,0.004223192473621351
sz399006,2014-10-14,1546.67,1539.12,1532.44,1560.06,7189511.0,15541589900.0,-0.005948344345197754
sz399006,2014-10-13,1548.18,1548.33,1527.7,1548.88,7501367.999999999,16306566800.0,-0.003789682284361384
sz399006,2014-10-10,1559.93,1554.22,1546.22,1563.87,8037671.000000001,17618325100.0,-0.0044517893631058625
sz399006,2014-10-09,1562.1,1561.17,1541.67,1569.06,8744940.0,19469084900.0,0.0023112925903812087
sz399006,2014-10-08,1543.59,1557.57,1537.01,1557.57,7457259.0,16286158600.000002,0.010838033059245689
sz399006,2014-09-30,1527.26,1540.87,1527.26,1540.95,6685560.000000001,13502533700.000002,0.00962533908189056
sz399006,2014-09-29,1515.38,1526.18,1515.38,1526.36,7320545.0,14611957300.0,0.00980573787846728
sz399006,2014-09-26,1506.31,1511.36,1502.5,1512.8,6589881.0,12693487400.0,0.0019490592805715412
sz399006,2014-09-25,1520.1,1508.42,1505.65,1523.25,8395692.0,16240141700.0,-0.005931119927244932
sz399006,2014-09-24,1501.04,1517.42,1497.89,1517.42,7284822.0,14428324200.0,0.010946108901458418
sz399006,2014-09-23,1485.51,1500.99,1483.04,1502.04,5867363.0,11971328400.0,0.01189200121346956
sz399006,2014-09-22,1496.96,1483.35,1480.18,1496.96,6547808.0,13115301399.999998,-0.01051950477613528
sz399006,2014-09-19,1492.1,1499.12,1486.28,1501.39,5739033.0,11366754700.0,0.005587641451847647
sz399006,2014-09-18,1477.31,1490.79,1474.65,1492.61,5775977.0,11463903100.0,0.007889826383254972
sz399006,2014-09-17,1473.52,1479.12,1456.5,1481.06,6375396.0,13147422000.0,0.004066172028266202
sz399006,2014-09-16,1527.07,1473.13,1471.61,1529.4,10281527.0,21520893000.0,-0.03473469013327746
sz399006,2014-09-15,1522.57,1526.14,1517.3,1528.57,8755358.0,18776451400.0,0.0013253549589271607
sz399006,2014-09-12,1512.4,1524.12,1506.88,1524.33,7805217.999999999,15756202200.0,0.007342978565904934
sz399006,2014-09-11,1506.0,1513.01,1502.39,1532.31,9933643.0,20973008400.0,0.005382381670664627
sz399006,2014-09-10,1491.41,1504.91,1484.71,1506.47,7241514.999999999,15395346900.0,0.007289059048741109
sz399006,2014-09-09,1492.45,1494.02,1479.06,1497.42,7608182.000000001,15986303300.0,0.002805670407560523
sz399006,2014-09-05,1497.99,1489.84,1482.04,1498.26,7758552.0,16101854000.0,-0.0037913487706535687
sz399006,2014-09-04,1478.33,1495.51,1472.89,1495.81,9033362.0,19412967300.0,0.012073060967604299
sz399006,2014-09-03,1468.09,1477.67,1461.23,1479.83,9037420.0,19027908300.0,0.008627809669426556
sz399006,2014-09-02,1457.51,1465.03,1452.71,1465.04,7894489.0,16544034600.0,0.008390462817653654
sz399006,2014-09-01,1428.37,1452.84,1427.93,1453.12,6008886.0,12509973600.000002,0.019916179350916385
sz399006,2014-08-29,1400.84,1424.47,1400.83,1424.47,4291320.0,9115640700.0,0.014724319703661504
sz399006,2014-08-28,1423.34,1403.8,1398.56,1424.29,5339349.0,11036738200.0,-0.011784251059456241
sz399006,2014-08-27,1411.76,1420.54,1411.76,1427.32,5295962.0,10766839900.0,0.006654147326648374
sz399006,2014-08-26,1440.7,1411.15,1406.34,1443.6,6777489.999999999,13400065900.0,-0.022620704940400693
sz399006,2014-08-25,1461.21,1443.81,1439.86,1461.49,7983739.0,16379116500.0,-0.012252688613414442
sz399006,2014-08-22,1450.1,1461.72,1446.04,1465.67,8606145.0,17963329000.0,0.0095588032157361
sz399006,2014-08-21,1428.63,1447.88,1421.24,1447.91,7908639.999999999,16589054500.0,0.014347765167437299
sz399006,2014-08-20,1438.29,1427.4,1421.92,1438.29,6900497.0,13861863799.999998,-0.006265664160400974
sz399006,2014-08-19,1436.42,1436.4,1427.06,1446.79,9432676.0,19015895000.0,0.00536136735865167
sz399006,2014-08-18,1394.64,1428.74,1394.64,1429.0,8789728.0,17259191600.0,0.02606197709073932
sz399006,2014-08-15,1382.87,1392.45,1377.93,1392.49,6245268.0,10636625300.0,0.008802434253423197
sz399006,2014-08-14,1384.72,1380.3,1378.95,1394.52,6046571.0,11316254000.0,-0.002896750005417892
sz399006,2014-08-13,1396.26,1384.31,1370.08,1397.1,6496260.0,12581556800.0,-0.008686373922259572
sz399006,2014-08-12,1398.15,1396.44,1393.11,1402.75,6211937.0,12026539600.0,-0.000958663022793238
sz399006,2014-08-11,1379.47,1397.78,1379.47,1397.97,6644964.0,13087014400.0,0.014759156412210928
sz399006,2014-08-08,1368.06,1377.45,1368.06,1381.44,5634666.0,11391317000.0,0.011321336534437565
sz399006,2014-08-07,1365.18,1362.03,1361.33,1381.46,6312172.0,12102315000.0,-0.002716476049614114
sz399006,2014-08-06,1357.53,1365.74,1353.95,1368.53,6297389.0,11990891700.0,0.0037113523285978722
sz399006,2014-08-05,1330.32,1360.69,1321.2,1363.12,8187878.0,15664599500.0,0.02321366801522018
sz399006,2014-08-04,1325.01,1329.82,1324.26,1331.8,4450591.0,8433378900.0,0.00292622592274161
sz399006,2014-08-01,1339.98,1325.94,1324.19,1343.58,5828000.0,10665084600.0,-0.01383372752019274
sz399006,2014-07-31,1342.73,1344.54,1334.26,1346.22,5111416.0,9688430300.0,0.0013405424728540893
sz399006,2014-07-30,1330.19,1342.74,1329.07,1345.35,5648183.0,10785792400.0,0.008244728779960298
sz399006,2014-07-29,1315.75,1331.76,1310.84,1337.53,6079139.0,11613838300.0,0.013107346351928006
sz399006,2014-07-28,1289.1,1314.53,1286.66,1316.04,5638570.0,10141773200.0,0.022367919612372278
sz399006,2014-07-25,1271.43,1285.77,1270.37,1288.67,4254078.0,8069807100.0,0.010920841588829111
sz399006,2014-07-24,1291.49,1271.88,1255.69,1291.49,5836969.0,10943196200.000002,-0.016402570586734
sz399006,2014-07-23,1330.14,1293.09,1287.64,1332.36,5764229.0,11353747200.0,-0.02727648850942188
sz399006,2014-07-22,1306.32,1329.35,1305.03,1330.29,5221611.0,9951430700.0,0.01712357590457314
sz399006,2014-07-21,1304.72,1306.97,1287.24,1313.56,4751454.0,9217685800.0,0.0008040308747856439
sz399006,2014-07-18,1309.96,1305.92,1300.76,1321.93,4258228.0,7859152500.0,-0.005248284214775856
sz399006,2014-07-17,1315.09,1312.81,1304.58,1323.24,4655990.0,9045449800.0,-0.004406121551318809
sz399006,2014-07-16,1338.92,1318.62,1310.86,1344.36,6365693.0,12066598500.0,-0.016886980250061523
sz399006,2014-07-15,1364.08,1341.27,1332.87,1366.16,6879634.0,13091590900.0,-0.018872479097632122
sz399006,2014-07-14,1358.17,1367.07,1342.56,1367.82,6850128.0,12926075400.0,0.005686583194785655
sz399006,2014-07-11,1361.57,1359.34,1351.77,1372.12,5975015.0,11362385500.0,-0.003328738598703862
sz399006,2014-07-10,1384.45,1363.88,1362.35,1387.89,6647833.0,13060601900.0,-0.01495038206531929
sz399006,2014-07-09,1410.39,1384.58,1384.26,1418.68,8070078.999999999,15818213600.000002,-0.01853650237820137
sz399006,2014-07-08,1392.35,1410.73,1379.49,1410.73,7016325.999999999,13972379100.0,0.012081297663373736
sz399006,2014-07-07,1411.99,1393.89,1381.94,1411.99,7084422.0,13858251200.000002,-0.012574027372417862
sz399006,2014-07-04,1421.68,1411.64,1406.21,1423.89,7316971.000000001,13917659100.0,-0.007704203570926382
sz399006,2014-07-03,1419.81,1422.6,1412.16,1428.67,8500083.0,15677632200.0,0.0018733185909263206
sz399006,2014-07-02,1413.17,1419.94,1402.22,1425.3,6868491.0,13818653799.999998,0.0058084349809455205
sz399006,2014-07-01,1405.44,1411.74,1398.15,1415.33,6717447.0,13634589300.0,0.005004591695082938
sz399006,2014-06-30,1388.47,1404.71,1374.3,1404.71,6949853.999999999,13822494900.0,0.01144136749182767
sz399006,2014-06-27,1388.38,1388.82,1382.07,1397.97,6332964.0,12671808500.0,0.0018394685018070511
sz399006,2014-06-26,1360.2,1386.27,1360.2,1391.3,6215073.0,12248024500.0,0.020283945801532255
sz399006,2014-06-25,1368.66,1358.71,1347.82,1368.66,4691084.0,9265275800.0,-0.007835319546676045
sz399006,2014-06-24,1360.08,1369.44,1359.13,1372.16,4984335.0,9779788700.0,0.005994358251057985
sz399006,2014-06-23,1335.18,1361.28,1335.18,1366.59,5181034.0,10388247100.0,0.020465074438897002
sz399006,2014-06-20,1319.11,1333.98,1313.14,1335.65,4306847.0,8625787200.0,0.010085866157830026
sz399006,2014-06-19,1363.45,1320.66,1310.49,1370.31,6169263.0,12015228500.0,-0.031767095066679296
sz399006,2014-06-18,1377.58,1363.99,1363.75,1384.87,5369212.0,10792369300.0,-0.009757301641462712
sz399006,2014-06-17,1396.38,1377.43,1377.4,1396.38,6155892.0,12533244400.0,-0.013026561861838037
sz399006,2014-06-16,1384.16,1395.61,1384.16,1397.63,7087250.999999999,13936388799.999998,0.009314906019251668
sz399006,2014-06-13,1361.09,1382.73,1359.65,1386.35,6785669.0,13573212800.0,0.013924941704430482
sz399006,2014-06-12,1364.41,1363.74,1358.08,1375.98,6252621.0,12635738700.000002,-0.0026693189214489488
sz399006,2014-06-11,1350.38,1367.39,1348.4,1371.25,6386048.0,13255196800.0,0.009986187743284303
sz399006,2014-06-10,1327.11,1353.87,1316.84,1356.97,6258185.0,12577692500.0,0.020494768896794913
sz399006,2014-06-09,1348.77,1326.68,1326.63,1349.92,5076009.0,10025088700.0,-0.017601540227331625
sz399006,2014-06-06,1354.91,1350.45,1340.83,1362.98,6391926.0,12896996700.0,-0.00371086257266795
sz399006,2014-06-05,1320.14,1355.48,1317.53,1356.53,6996637.0,14171136000.0,0.02554247495687445
sz399006,2014-06-04,1318.33,1321.72,1303.36,1321.72,5190901.0,10019232600.0,0.0015837772709015319
sz399006,2014-06-03,1317.99,1319.63,1317.99,1332.78,4731119.0,9446390200.0,0.0011379757687026704
sz399006,2014-05-30,1312.3,1318.13,1300.09,1323.59,4542102.0,8734821000.0,0.002982780529747986
sz399006,2014-05-29,1338.3,1314.21,1312.42,1341.57,4997244.0,10522171100.000002,-0.018491825806403406
sz399006,2014-05-28,1306.29,1338.97,1306.29,1339.03,6178722.0,12328658500.0,0.025025262577701657
sz399006,2014-05-27,1319.66,1306.28,1303.15,1319.66,4551054.0,8712570900.0,-0.010963384717889713
sz399006,2014-05-26,1301.87,1320.76,1301.87,1323.84,6025382.0,11787086200.000002,0.019104938271604865
sz399006,2014-05-23,1269.18,1296.0,1262.1,1296.84,4643110.0,8996110600.0,0.020866318500838865
sz399006,2014-05-22,1259.87,1269.51,1259.87,1287.87,4370131.0,9227696000.0,0.009309906185403172
sz399006,2014-05-21,1241.02,1257.8,1231.87,1257.8,2859747.0,5660461800.000001,0.010565219137910198
sz399006,2014-05-20,1239.65,1244.65,1239.65,1261.94,3442953.0,7461895800.0,0.013253335721321813
sz399006,2014-05-19,1224.65,1228.37,1213.99,1233.84,2679089.0,5737982900.0,0.0015491614144658161
sz399006,2014-05-16,1250.38,1226.47,1210.81,1252.39,3474926.0,7427889600.0,-0.021860146106485567
sz399006,2014-05-15,1276.64,1253.88,1253.62,1283.43,3355680.0000000005,7300209300.000001,-0.019379663084791887
sz399006,2014-05-14,1273.21,1278.66,1269.24,1282.35,2602918.0,5514824500.0,0.0018961950730271848
sz399006,2014-05-13,1274.57,1276.24,1273.33,1293.82,3152614.0,6615129900.0,-0.001595894483211735
sz399006,2014-05-12,1263.92,1278.28,1250.94,1281.1,3196733.0,6582061500.0,0.015652560822514205
sz399006,2014-05-09,1279.68,1258.58,1249.56,1282.82,3010293.0,6184544100.0,-0.016611451431428947
sz399006,2014-05-08,1284.44,1279.84,1279.29,1300.83,2677583.0,5889260500.0,-0.007899041107571225
sz399006,2014-05-07,1313.38,1290.03,1289.56,1313.38,3029027.0,6556442400.0,-0.02037422353173457
sz399006,2014-05-06,1301.59,1316.86,1301.59,1327.8,3426176.9999999995,8042256000.0,0.011296701608877413
sz399006,2014-05-05,1281.16,1302.15,1279.31,1302.68,2650564.0,6038806100.0,0.014759860038497274
sz399006,2014-04-30,1266.34,1283.21,1266.34,1287.77,2729920.0,6029471100.0,0.013161842500039489
sz399006,2014-04-29,1253.24,1266.54,1248.32,1274.21,2702526.0,5984819900.0,0.007381130394667812
sz399006,2014-04-28,1283.64,1257.26,1256.12,1283.87,3288093.0,7010455300.0,-0.02681322083752624
sz399006,2014-04-25,1316.37,1291.9,1290.36,1318.07,2849979.0,6375471100.0,-0.02092443407022293
sz399006,2014-04-24,1325.86,1319.51,1303.23,1326.96,3180701.0,7312661700.0,-0.005224510720424624
sz399006,2014-04-23,1332.93,1326.44,1318.24,1338.67,2958990.0,6913915100.0,-0.0072968664636017255
sz399006,2014-04-22,1361.58,1336.19,1317.1,1367.63,3667131.0,8574791600.0,-0.02028082267111475
sz399006,2014-04-21,1367.93,1363.85,1363.01,1384.69,3524366.0000000005,8091582300.0,-0.009851751825877497
sz399006,2014-04-18,1365.36,1377.42,1362.61,1377.84,3052558.0,6672935600.000001,0.007187826760944649
sz399006,2014-04-17,1360.75,1367.59,1360.75,1373.85,2834631.0,6531450300.0,0.006098727286103056
sz399006,2014-04-16,1365.83,1359.3,1353.78,1367.91,2601784.0,6322007100.0,-0.007730547708210245
sz399006,2014-04-15,1375.69,1369.89,1367.23,1380.86,3358858.9999999995,8311137300.0,-0.0020688700618475275
sz399006,2014-04-14,1367.75,1372.73,1367.75,1378.32,3350383.9999999995,8171230100.0,0.006474081677542376
sz399006,2014-04-11,1370.4,1363.9,1352.13,1370.4,3510937.0000000005,8371571200.0,-0.01248244204063309
sz399006,2014-04-10,1374.61,1381.14,1374.61,1395.04,4708382.0,11443213500.0,0.007793003808940213
sz399006,2014-04-09,1355.37,1370.46,1355.37,1376.69,4088732.0,9680880800.0,0.014269009310380554
sz399006,2014-04-08,1335.39,1351.18,1327.8,1351.83,3794371.0,8426291700.0,0.0032968501715253673
sz399006,2014-04-04,1323.41,1346.74,1316.95,1347.05,2770356.0,6783324000.0,0.015503174531360742
sz399006,2014-04-03,1326.81,1326.18,1318.82,1344.32,3019843.0,7259364300.000001,-0.0013554421000315786
sz399006,2014-04-02,1356.68,1327.98,1316.9,1360.88,3245950.0,8229360500.0,-0.019977122615401632
sz399006,2014-04-01,1327.18,1355.05,1326.25,1355.74,3114188.0,7571684300.000001,0.02052266907666822
sz399006,2014-03-31,1327.23,1327.8,1315.49,1340.47,2827274.0,6558679200.0,-0.0020293122886133608
sz399006,2014-03-28,1363.87,1330.5,1317.41,1364.26,4579607.0,10285817100.0,-0.02738384163279628
sz399006,2014-03-27,1415.55,1367.96,1367.96,1417.36,4085539.0,9696362700.0,-0.035023737135037036
sz399006,2014-03-26,1396.91,1417.61,1396.91,1424.25,3874383.9999999995,9446895800.0,0.016339025824120723
sz399006,2014-03-25,1392.14,1394.82,1385.0,1410.48,3099489.0,7662902300.0,-0.0017677074909289159
sz399006,2014-03-24,1411.78,1397.29,1392.51,1416.86,3925649.0,9375322300.0,-0.015882071219292304
sz399006,2014-03-21,1405.9,1419.84,1379.74,1427.92,4461097.0,10617668300.0,0.0015377452985905204
sz399006,2014-03-20,1463.07,1417.66,1417.17,1466.42,4678306.0,11688145400.0,-0.03311917720396662
sz399006,2014-03-19,1481.49,1466.22,1456.9,1482.3,4188301.0,10458789300.0,-0.013071807436525695
sz399006,2014-03-18,1479.38,1485.64,1478.72,1493.39,4848274.0,12296133300.0,0.005563753028928753
sz399006,2014-03-17,1436.11,1477.42,1435.32,1477.68,3803460.0,9722157400.0,0.030264570926486378
sz399006,2014-03-14,1433.46,1434.02,1424.01,1450.38,3261497.0,7907242500.0,-0.0019765321604052755
sz399006,2014-03-13,1401.55,1436.86,1401.43,1437.15,3438719.0,8522477100.0,0.0268640076611375
sz399006,2014-03-12,1390.86,1399.27,1378.89,1418.61,4515111.0,10537115400.0,0.0024788474075985167
sz399006,2014-03-11,1399.9,1395.81,1380.97,1410.38,4148921.0,9310371400.0,-0.008002444796634145
sz399006,2014-03-10,1446.06,1407.07,1404.59,1446.06,5040937.0,11430475300.0,-0.03665591773300192
sz399006,2014-03-07,1463.93,1460.61,1453.63,1477.96,5030434.0,12654964800.0,-0.0013127935837213833
sz399006,2014-03-06,1461.12,1462.53,1427.0,1464.41,5024244.0,13050445800.0,-0.001399718690682672
sz399006,2014-03-05,1467.06,1464.58,1454.94,1471.04,4698540.0,11725782900.0,0.0028278955116571858
sz399006,2014-03-04,1462.26,1460.45,1446.27,1475.5,4802637.0,12200815100.0,-0.0032010592844370356
sz399006,2014-03-03,1433.9,1465.14,1431.14,1466.23,4836034.0,11592826900.0,0.021081755395883972
sz399006,2014-02-28,1410.4,1434.89,1393.0,1436.88,5034207.0,12343402600.0,0.014300255891875002
sz399006,2014-02-27,1467.27,1414.66,1410.97,1496.62,6585858.0,17174500300.0,-0.03501388140437511
sz399006,2014-02-26,1452.06,1465.99,1415.25,1468.0,6203060.0,15556867500.0,-0.004549497857661899
sz399006,2014-02-25,1543.97,1472.69,1460.41,1571.4,8773971.0,22434815800.0,-0.04372642091387824
sz399006,2014-02-24,1517.97,1540.03,1510.46,1542.31,5599468.0,14425583000.0,0.013397645541466163
sz399006,2014-02-21,1512.17,1519.67,1503.81,1526.03,4849036.0,11928684700.0,0.0029765833311332646
sz399006,2014-02-20,1545.26,1515.16,1504.17,1545.51,6141650.0,14703613000.0,-0.01893291893291893
sz399006,2014-02-19,1544.64,1544.4,1524.39,1551.88,6674200.999999999,15786537800.0,-0.0006082803784279722
sz399006,2014-02-18,1558.74,1545.34,1539.21,1561.77,6613089.999999999,16101304400.0,-0.0085203577523707
sz399006,2014-02-17,1521.17,1558.62,1521.17,1559.12,7200834.0,17826243200.0,0.02826267664172888
sz399006,2014-02-14,1484.56,1515.78,1475.95,1516.43,5816737.0,14242913500.0,0.020637923952785187
sz399006,2014-02-13,1537.26,1485.13,1484.42,1539.66,7661786.0,18506255200.0,-0.03561108333279217
sz399006,2014-02-12,1527.1,1539.97,1513.91,1540.33,6622436.0,16456750000.0,0.008394722194938309
sz399006,2014-02-11,1550.62,1527.15,1506.04,1559.77,7856496.000000001,19895924600.0,-0.016911073631084905
sz399006,2014-02-10,1536.99,1553.42,1525.94,1557.03,7266272.0,18373981300.0,0.013525239937625999
sz399006,2014-02-07,1489.05,1532.69,1483.69,1532.82,5603173.0,14086550300.0,0.024539098116284963
sz399006,2014-01-30,1494.12,1495.98,1486.82,1507.87,5429595.0,14066711700.0,-0.00036751685565938885
sz399006,2014-01-29,1472.54,1496.53,1469.58,1497.72,5530406.0,14363992900.0,0.01712044802696866
sz399006,2014-01-28,1476.59,1471.34,1448.47,1486.42,5508402.0,14174593300.0,-0.0042837710720257105
sz399006,2014-01-27,1477.46,1477.67,1465.14,1500.46,7042767.999999999,17673619500.0,-0.004553936527825542
sz399006,2014-01-24,1458.21,1484.43,1455.95,1493.64,6753369.0,16981022500.0,0.015668511765068116
sz399006,2014-01-23,1433.7,1461.53,1433.17,1472.34,7375286.0,19158428700.0,0.02080685040579988
sz399006,2014-01-22,1407.46,1431.74,1407.46,1432.0,6398493.0,15783544500.0,0.017475038197775516
sz399006,2014-01-21,1370.69,1407.15,1370.69,1407.45,5210026.0,12839981800.0,0.025066655011145578
sz399006,2014-01-20,1393.88,1372.74,1362.45,1400.94,5146414.0,12453815300.0,-0.01631661543091767
sz399006,2014-01-17,1395.03,1395.51,1391.62,1411.55,4793895.0,11697049400.0,0.0002508672840391135
sz399006,2014-01-16,1415.57,1395.16,1392.01,1423.12,4798140.0,11304549600.0,-0.014244128536302636
sz399006,2014-01-15,1399.67,1415.32,1397.95,1417.42,4763004.0,11114450200.0,0.01027895954087299
sz399006,2014-01-14,1364.8,1400.92,1364.8,1400.92,4810748.0,10996665500.0,0.027979365859743588
sz399006,2014-01-13,1352.01,1362.79,1349.25,1374.15,4461049.0,9954594500.0,0.00701248799231502
sz399006,2014-01-10,1373.52,1353.3,1347.61,1385.86,4390992.0,10147330100.0,-0.019518344635715557
sz399006,2014-01-09,1401.8,1380.24,1379.65,1423.84,7628716.0,19105793500.0,-0.017636759619080178
sz399006,2014-01-08,1363.31,1405.02,1363.31,1409.21,8685217.0,20914439100.0,0.0390007986511669
sz399006,2014-01-07,1315.44,1352.28,1312.27,1355.4,5318761.0,11909722100.0,0.02187662941216484
sz399006,2014-01-06,1350.31,1323.33,1322.72,1354.15,5563493.0,13020214800.0,-0.021813370391177034
sz399006,2014-01-03,1332.35,1352.84,1331.97,1355.12,6209397.0,14652635300.0,0.014883720930232602
sz399006,2014-01-02,1302.3,1333.0,1299.34,1333.1,5471069.0,12373349300.0,0.02189445279200264
sz399006,2013-12-31,1302.67,1304.44,1288.94,1309.34,5163002.0,10889567100.0,-0.002714088028195949
sz399006,2013-12-30,1294.42,1307.99,1292.83,1307.99,5475465.0,11621957200.0,0.010577145947616495
sz399006,2013-12-27,1265.08,1294.3,1265.08,1297.62,5416993.0,11162918700.000002,0.01950312711690838
sz399006,2013-12-26,1290.87,1269.54,1268.14,1297.47,5624876.0,12198237200.0,-0.014592421255258725
sz399006,2013-12-25,1262.0,1288.34,1258.41,1288.85,5548114.0,11548696800.0,0.023450533038877674
sz399006,2013-12-24,1242.0,1258.82,1241.91,1264.72,4935874.0,10101293200.0,0.012882097826699246
sz399006,2013-12-23,1251.41,1242.81,1224.99,1253.67,4789182.0,10072397700.0,-0.008694195627378054
sz399006,2013-12-20,1255.82,1253.71,1246.39,1266.03,4286889.0,9304178000.0,-0.001886822495382412
