index_code,date,open,close,low,high,volume,money,change
sh000300,2014-12-31,3462.39,3533.71,3452.5,3542.34,345934760.0,403710888100.0,0.022027157958670163
sh000300,2014-12-30,3450.81,3457.55,3422.17,3491.83,328233873.0,394607772400.0,0.0006048398766012042
sh000300,2014-12-29,3502.18,3455.46,3405.84,3524.28,425015037.0,505004508400.00006,0.0027917721078170032
sh000300,2014-12-26,3343.64,3445.84,3335.01,3453.34,384614124.0,438838427100.0,0.033105276097163294
sh000300,2014-12-25,3254.48,3335.42,3226.32,3335.78,309799547.0,330128939900.0,0.03251310213317904
sh000300,2014-12-24,3332.15,3230.39,3188.5,3340.36,317449587.0,339475799600.0,-0.028430759236312553
sh000300,2014-12-23,3358.8,3324.92,3316.91,3431.78,369736093.0,377227774099.99994,-0.020492093045179183
sh000300,2014-12-22,3396.25,3394.48,3357.66,3455.21,549801671.0,537021101800.0,0.0033430185299585524
sh000300,2014-12-19,3345.63,3383.17,3280.92,3397.18,411211590.0,435516864900.0,0.011129939956902923
sh000300,2014-12-18,3359.09,3345.93,3322.23,3393.71,355970207.0,416260448900.0,-0.00436529191215862
sh000300,2014-12-17,3325.82,3360.6,3275.74,3368.19,448140770.0,527748938000.0,0.017315493128291948
sh000300,2014-12-16,3221.36,3303.4,3207.69,3303.4,358123847.0,425665729200.0,0.026783910382534026
sh000300,2014-12-15,3176.83,3217.23,3143.3,3226.22,290193834.0,326668040800.0,0.007515900827688604
sh000300,2014-12-12,3182.92,3193.23,3167.93,3239.45,301065325.0,337817437000.0,0.0032107973270583123
sh000300,2014-12-11,3185.16,3183.01,3158.44,3254.42,367091691.0,392944833600.0,-0.011963185423165879
sh000300,2014-12-10,3120.21,3221.55,3058.19,3229.05,425018708.0,477300103100.0,0.036898397443118736
sh000300,2014-12-09,3233.1,3106.91,3074.52,3387.83,632874567.0,702150099200.0,-0.04487408081453981
sh000300,2014-12-08,3108.27,3252.88,3075.7,3270.88,484462344.00000006,515773683000.0,0.04095824173010887
sh000300,2014-12-05,3143.97,3124.89,3011.94,3195.8,524881259.99999994,554362904900.0,0.006616521977225398
sh000300,2014-12-04,2975.4,3104.35,2968.88,3104.89,426812928.0,433875560200.00006,0.04609863355293076
sh000300,2014-12-03,2936.12,2967.55,2912.25,3028.23,466156684.99999994,464857500400.0,0.014914806733380415
sh000300,2014-12-02,2807.34,2923.94,2804.29,2944.51,361465322.0,341185189099.99994,0.0369280199729769
sh000300,2014-12-01,2825.61,2819.81,2808.65,2855.33,365487417.0,338833084200.0,0.003912675073518335
sh000300,2014-11-28,2753.93,2808.82,2740.37,2809.54,375323662.0,330256023200.0,0.019724159463276436
sh000300,2014-11-27,2737.03,2754.49,2718.7,2754.49,265464729.99999997,261164877200.0,0.011557021248466803
sh000300,2014-11-26,2695.26,2723.02,2690.31,2723.36,243962485.0,239333899200.00003,0.013948673647209642
sh000300,2014-11-25,2650.09,2685.56,2643.84,2686.06,222611699.00000003,206879208500.0,0.013701939409495267
sh000300,2014-11-24,2614.16,2649.26,2602.94,2667.67,279839720.0,264974912300.0,0.02546971890410532
sh000300,2014-11-21,2537.54,2583.46,2530.03,2585.36,151028139.0,143750813300.0,0.018272831185211613
sh000300,2014-11-20,2528.78,2537.1,2522.84,2545.47,106149863.99999999,98145538699.99998,-4.729585924745372e-05
sh000300,2014-11-19,2538.23,2537.22,2531.32,2550.5,122146974.0,113031721900.0,-0.0016526194017518758
sh000300,2014-11-18,2565.27,2541.42,2534.93,2570.21,142941356.0,124246649400.0,-0.010003505901600929
sh000300,2014-11-17,2613.51,2567.1,2565.94,2614.09,158478095.0,147724645100.0,-0.005420190694629068
sh000300,2014-11-14,2569.21,2581.09,2557.67,2581.93,165049965.0,145409933900.0,0.0005194301773427945
sh000300,2014-11-13,2597.39,2579.75,2567.46,2607.52,219815615.0,192985452900.0,-0.005616115205525962
sh000300,2014-11-12,2545.4,2594.32,2539.6,2594.32,184686261.0,157847382800.0,0.013956796854542208
