index_code,date,open,close,low,high,volume,money,change
sz399001,2014-12-31,10723.09,11014.62,10711.33,11037.61,33258888.0,46921530599.99999,0.027266639682305804
sz399001,2014-12-30,10756.58,10722.26,10660.2,10866.36,34331823.0,48130976800.0,-0.005393120848948052
sz399001,2014-12-29,10918.96,10780.4,10665.26,10965.29,47601785.0,63888994500.0,-0.0020587560077907074
sz399001,2014-12-26,10505.71,10802.64,10487.91,10816.83,40627211.0,50967006800.0,0.029432673450367597
sz399001,2014-12-25,10350.94,10493.78,10296.0,10514.64,32258543.0,39619246100.0,0.019554006210335206
sz399001,2014-12-24,10614.12,10292.52,10179.26,10627.09,34933175.0,43545078200.0,-0.026324427975581766
sz399001,2014-12-23,10549.98,10570.79,10490.14,10794.19,41334734.0,48804252100.0,-0.003556575281000507
sz399001,2014-12-22,10607.58,10608.52,10474.92,10742.37,51964714.0,60466861100.0,-0.001749299668489357
sz399001,2014-12-19,10646.66,10627.11,10382.29,10684.6,43553134.0,55323334800.00001,-0.0035695600074260314
sz399001,2014-12-18,10744.27,10665.18,10656.35,10812.15,38134683.0,55374547100.0,-0.011267558627645724
sz399001,2014-12-17,10728.74,10786.72,10533.12,10788.97,49103671.0,71418408000.0,0.011069847834115132
sz399001,2014-12-16,10486.69,10668.62,10429.56,10668.62,40816314.0,54044686600.0,0.015649885807907937
sz399001,2014-12-15,10477.45,10504.23,10298.38,10531.66,33726222.0,44713310900.0,0.004006763324734264
sz399001,2014-12-12,10451.61,10462.31,10390.02,10622.88,32266165.999999996,42535325599.99999,-0.0015812758615424416
sz399001,2014-12-11,10443.66,10478.88,10387.59,10725.77,43772724.0,54525197400.0,-0.006319271121765557
sz399001,2014-12-10,10154.53,10545.52,10048.46,10567.45,51460561.0,67578471000.0,0.04240897781740505
sz399001,2014-12-09,10496.63,10116.49,10042.01,11050.85,77166179.0,102296762800.0,-0.041506191157005934
sz399001,2014-12-08,10047.12,10554.57,9919.65,10587.62,59265651.0,74316429000.0,0.04840334231291865
sz399001,2014-12-05,10164.37,10067.28,9749.14,10319.87,63500593.00000001,79075440000.0,0.0037338618899822595
sz399001,2014-12-04,9679.59,10029.83,9659.95,10040.72,50172748.0,63676846200.0,0.040015885656454975
sz399001,2014-12-03,9448.37,9643.92,9441.83,9777.77,60481450.0,72509369200.0,0.029568856458078496
sz399001,2014-12-02,9058.32,9366.95,9027.3,9433.64,41321915.0,49038344800.00001,0.029814990720951284
sz399001,2014-12-01,9029.64,9095.76,9028.83,9180.64,45708454.0,50968931400.0,0.01038964789835406
sz399001,2014-11-28,8837.47,9002.23,8767.12,9010.17,43615324.0,49741167600.0,0.016003737967570375
sz399001,2014-11-27,8798.41,8860.43,8743.93,8860.43,34275803.0,39575709600.0,0.011028346215902207
sz399001,2014-11-26,8712.29,8763.78,8680.86,8774.78,28675531.0,34721353100.0,0.00809231799186283
sz399001,2014-11-25,8600.31,8693.43,8578.46,8694.59,28159509.999999996,33290125900.0,0.013467149923466204
sz399001,2014-11-24,8498.06,8577.91,8464.61,8645.39,36060253.0,39649755100.0,0.029476855130036173
sz399001,2014-11-21,8209.98,8332.3,8194.52,8335.59,18012632.0,19624591000.0,0.015467900328808737
sz399001,2014-11-20,8210.82,8205.38,8190.4,8236.32,13024274.0,15127947200.0,-0.002393900599022336
sz399001,2014-11-19,8206.78,8225.07,8202.78,8265.58,13597514.000000002,14208274400.0,0.0034746156633429504
sz399001,2014-11-18,8264.4,8196.59,8173.44,8295.98,14022122.0,14768833799.999998,-0.010527777107124603
sz399001,2014-11-17,8358.13,8283.8,8278.12,8389.4,17593967.0,17504682000.0,-0.00517599586881079
sz399001,2014-11-14,8263.97,8326.9,8242.49,8343.91,21578074.0,21004747300.0,0.0026273076237675053
sz399001,2014-11-13,8416.68,8305.08,8288.06,8416.81,25288369.0,26124723000.0,-0.012509675647332075
sz399001,2014-11-12,8287.57,8410.29,8271.84,8410.42,20633616.0,21127090900.0,0.011716743515191697
sz399001,2014-11-11,8443.25,8312.89,8243.9,8491.12,36597023.0,37224653900.0,-0.01157282449210606
sz399001,2014-11-10,8299.42,8410.22,8251.74,8410.95,28276314.0,28482082300.0,0.021293596620225674
sz399001,2014-11-07,8226.31,8234.87,8183.06,8348.88,28746534.999999996,28863586100.0,0.0027898333649947205
sz399001,2014-11-06,8206.55,8211.96,8137.42,8223.3,20216821.0,18536238300.0,0.001633211645445387
sz399001,2014-11-05,8221.95,8198.57,8189.84,8248.56,25511410.0,22536236300.0,-0.0010016096427472032
sz399001,2014-11-04,8231.5,8206.79,8179.34,8236.17,26973134.000000004,20921778500.0,-0.004048469991444148
sz399001,2014-11-03,8245.03,8240.15,8202.53,8285.16,29240303.999999996,23599984700.000004,0.0017676500587797683
sz399001,2014-10-31,8109.55,8225.61,8088.26,8230.59,30394312.0,28364756600.0,0.01669354988227001
sz399001,2014-10-30,8088.98,8090.55,8034.08,8105.72,22558599.0,19141581500.0,-1.6067870685754215e-05
sz399001,2014-10-29,8010.41,8090.68,7962.03,8109.64,22583607.0,21480539300.0,0.01281117228360329
